status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
2714,3,771,225,157,17,211,14,0,0,0,0
2713,3,753,171,46,5,156,12,2,1,0,0
2712,3,750,247,120,16,232,14,1,0,0,0
2711,3,727,269,453,39,242,26,1,0,0,0
2710,3,726,258,486,32,235,23,0,0,0,0
2709,1,723,109,2,1,104,5,0,0,0,0
2708,1,701,97,5,0,96,0,1,0,0,0
2707,3,704,280,199,25,254,24,2,0,0,0
2706,3,703,325,77,21,293,30,1,1,0,0
2705,1,674,51,11,0,51,0,0,0,0,0
2704,3,678,280,825,47,243,35,1,1,0,0
2703,3,653,688,0,0,632,34,0,0,22,0
2702,3,657,365,805,46,320,39,1,3,0,2
2701,1,625,295,5,0,295,0,0,0,0,0
2700,1,614,27,14,0,26,1,0,0,0,0
2699,1,1013,15,11,0,15,0,0,0,0,0
2698,1,986,16,12,0,16,0,0,0,0,0
2697,1,588,29,12,0,29,0,0,0,0,0
2696,3,586,28,6,0,28,0,0,0,0,0
2695,1,6763,8,8,0,8,0,0,0,0,0
2694,1,6761,10,9,0,10,0,0,0,0,0
2693,1,6735,39,8,0,39,0,0,0,0,0
2692,1,6719,49,11,0,47,2,0,0,0,0
2691,3,6699,226,449,37,189,25,1,1,10,0
2690,3,6698,104,49,13,91,12,0,0,1,0
2689,1,6680,251,17,0,244,7,0,0,0,0
2688,3,6678,244,589,48,213,29,1,1,0,0
2687,3,6667,252,558,41,204,45,1,1,0,1
2686,3,6650,121,15,4,114,4,2,1,0,0
2685,1,6646,321,5,0,307,11,2,1,0,0
2684,1,6645,103,8,3,99,4,0,0,0,0
2683,3,6630,136,31,16,122,14,0,0,0,0
2682,3,6628,337,247,27,300,35,1,1,0,0
2681,1,6633,648,13,0,627,18,3,0,0,0
2680,3,6626,175,157,14,157,18,0,0,0,0
2679,3,6606,339,424,36,296,38,1,4,0,0
2678,1,6605,341,3,0,331,8,2,0,0,0
2677,3,6601,177,131,27,150,27,0,0,0,0
2676,1,6519,201,0,0,195,4,2,0,0,0
2675,1,6500,43,7,0,41,2,0,0,0,0
2674,1,6482,40,7,0,39,1,0,0,0,0
2673,1,6878,58,14,0,57,1,0,0,0,0
2672,3,6882,403,525,42,363,36,1,3,0,0
2671,1,6880,148,4,3,144,4,0,0,0,0
2670,1,6864,150,24,2,144,6,0,0,0,0
2669,1,6870,53,12,0,53,0,0,0,0,0
2668,2,6868,144,15,8,140,4,0,0,0,0
2667,3,6866,298,491,46,262,34,2,0,0,0
2666,1,6865,171,4,1,166,5,0,0,0,0
2665,1,6803,4410,633,257,4315,73,17,5,0,0
2664,3,6349,374,588,46,327,47,0,0,0,0
2663,1,6331,181,20,0,180,1,0,0,0,0
2662,1,6286,267,20,1,249,8,10,0,0,0
2661,1,6284,60,7,0,59,1,0,0,0,0
2660,1,6247,98,23,5,95,2,1,0,0,0
2659,3,6242,26,7,0,26,0,0,0,0,0
2658,1,6224,255,18,0,244,11,0,0,0,0
2657,1,6207,174,6,1,167,5,2,0,0,0
2656,1,6194,64,5,1,59,5,0,0,0,0
2655,1,6193,62,3,0,58,4,0,0,0,0
2654,3,6196,192,417,40,168,22,1,1,0,0
2653,1,6192,110,18,6,110,0,0,0,0,0
2652,1,6191,119,12,7,117,2,0,0,0,0
2651,1,6152,42,11,0,41,0,1,0,0,0
2650,3,6111,234,355,34,178,52,2,0,1,1
2649,1,6087,54,10,0,53,1,0,0,0,0
2648,1,6085,82,8,0,80,1,0,0,1,0
2647,1,6090,18,8,0,18,0,0,0,0,0
2646,1,6050,147,17,7,141,5,1,0,0,0
2645,1,6049,80,8,0,79,1,0,0,0,0
2644,3,6037,299,564,42,262,34,1,1,0,1
2643,1,5999,629,11,1,607,18,4,0,0,0
2642,1,5980,69,2,0,67,2,0,0,0,0
2641,3,5979,219,110,17,190,26,1,2,0,0
2640,1,5967,30,2,0,27,3,0,0,0,0
2639,1,5969,65,1,0,62,2,1,0,0,0
2638,1,5968,161,7,0,153,8,0,0,0,0
2637,3,5966,398,605,30,348,44,3,3,0,0
2636,1,6427,47,7,0,47,0,0,0,0,0
2635,1,6424,182,3,4,177,5,0,0,0,0
2634,3,6412,317,158,32,269,47,1,0,0,0
2633,3,6414,571,888,107,459,107,1,1,1,2
2632,1,6406,16,10,0,15,1,0,0,0,0
2631,1,6392,30,9,0,30,0,0,0,0,0
2630,1,6391,57,7,0,57,0,0,0,0,0
2629,1,6379,74,6,3,74,0,0,0,0,0
2628,3,6315,368,911,50,317,50,1,0,0,0
2627,1,6314,19,3,0,19,0,0,0,0,0
2626,1,6123,176,3,0,175,0,1,0,0,0
2625,1,6126,133,7,0,133,0,0,0,0,0
2624,1,6124,162,6,2,158,3,1,0,0,0
2623,3,5950,734,996,73,601,116,11,6,0,0
2622,2,5948,42,16,9,41,1,0,0,0,0
2621,2,5891,33,6,3,31,2,0,0,0,0
2620,3,5846,29,6,1,29,0,0,0,0,0
2619,1,5830,43,6,0,42,1,0,0,0,0
2618,1,5837,14,6,0,13,1,0,0,0,0
2617,3,5821,475,574,48,406,63,4,2,0,0
2616,1,5806,50,8,2,49,1,0,0,0,0
2615,1,5805,94,23,6,94,0,0,0,0,0
2614,3,5767,303,34,3,291,11,1,0,0,0
2613,1,5766,168,7,1,167,1,0,0,0,0
2612,1,5752,248,14,0,241,7,0,0,0,0
2611,1,5755,422,6,0,410,8,3,1,0,0
2610,1,5754,189,3,0,184,2,0,3,0,0
2609,1,5753,390,17,2,382,5,3,0,0,0
2608,1,5744,618,28,0,597,14,7,0,0,0
2607,1,5746,191,2,2,188,2,1,0,0,0
2606,3,5718,321,1381,67,275,44,1,1,0,0
2605,1,5668,364,7,2,347,15,2,0,0,0
2604,1,5620,51,10,0,51,0,0,0,0,0
2603,3,5617,282,524,38,247,34,0,1,0,0
2602,1,5936,369,14,1,362,7,0,0,0,0
2601,1,5926,138,16,6,133,4,1,0,0,0
2600,1,5906,96,9,1,93,1,2,0,0,0
2599,1,5899,186,11,0,184,1,1,0,0,0
2598,1,5894,487,15,0,461,14,12,0,0,0
2597,3,5868,282,19,4,257,20,3,2,0,0
2596,1,5302,383,8,1,367,13,3,0,0,0
2595,1,5289,216,0,1,211,5,0,0,0,0
2594,1,5294,48,0,0,45,2,1,0,0,0
2593,3,5293,885,462,26,659,220,0,2,0,0
2592,1,5292,185,11,1,175,10,0,0,0,0
2591,1,5291,259,1,1,251,7,0,1,0,0
2590,1,5290,299,9,0,291,8,0,0,0,0
2589,1,5275,199,9,1,186,13,0,0,0,0
2588,1,5278,717,40,1,680,30,7,0,0,0
2587,1,5258,155,2,0,150,5,0,0,0,0
2586,1,5255,293,8,0,282,11,0,0,0,0
2585,1,5197,243,6,0,237,5,1,0,0,0
2584,1,5164,264,2,0,256,2,5,0,0,0
2583,1,5163,313,3,0,297,7,6,0,0,0
2582,1,5128,208,1,0,201,7,0,0,0,0
2581,1,5127,216,0,0,209,6,1,0,0,0
2580,1,5126,247,6,0,234,9,1,0,0,0
2579,1,5125,152,1,0,146,5,1,0,0,0
2578,1,5079,387,3,0,368,16,1,0,0,0
2577,1,5044,178,9,0,170,6,0,0,0,0
2576,1,5043,218,4,0,212,5,1,0,0,0
2575,1,5042,270,3,0,256,10,3,0,0,0
2574,1,5515,351,4,1,344,6,0,0,0,0
2573,1,5514,232,0,2,224,8,0,0,0,0
2572,1,5513,252,3,0,244,4,4,0,0,0
2571,1,5512,122,0,0,114,8,0,0,0,0
2570,1,5457,209,4,0,199,9,1,0,0,0
2569,1,5456,305,5,1,295,10,0,0,0,0
2568,1,5391,71,10,2,70,1,0,0,0,0
2567,1,4825,290,12,0,275,13,1,1,0,0
2565,1,4543,67,6,3,66,0,1,0,0,0
2564,1,4544,783,11,0,752,30,1,0,0,0
2563,1,4389,77,2,0,76,1,0,0,0,0
2562,3,4372,22,0,0,22,0,0,0,0,0
2561,1,4360,103,0,0,100,2,1,0,0,0
2560,3,4340,32,0,2,32,0,0,0,0,0
2559,1,4317,239,5,2,229,8,0,0,2,0
2558,1,4318,111,6,0,110,1,0,0,0,0
2557,3,4969,51,0,1,51,0,0,0,0,0
2566,3,4968,34,4,0,34,0,0,0,0,0
2556,0,4904,15,0,0,15,0,0,0,0,0
2555,3,4905,75,0,5,75,0,0,0,0,0
2554,1,4887,177,2,0,173,2,2,0,0,0
2553,1,4886,520,8,0,505,13,2,0,0,0
2552,1,4501,134,2,0,132,2,0,0,0,0
2551,1,4503,228,1,1,220,7,1,0,0,0
2550,3,4301,498,254,17,408,77,5,6,1,1
2549,1,4087,166,5,2,159,7,0,0,0,0
2548,3,4049,272,265,20,228,44,0,0,0,0
2547,1,4048,127,7,1,125,2,0,0,0,0
2546,1,4030,30,0,0,29,0,1,0,0,0
2545,0,4029,33,1,1,33,0,0,0,0,0
2544,1,3939,252,5,0,239,9,4,0,0,0
2543,1,3912,287,0,0,286,0,1,0,0,0
2542,1,3890,264,8,3,257,5,2,0,0,0
2541,1,3889,152,5,1,148,3,1,0,0,0
2540,1,3888,61,5,0,57,3,1,0,0,0
2539,3,3887,172,7,7,163,6,2,1,0,0
2538,3,3886,616,523,21,459,125,21,8,0,1
2537,1,3844,188,0,0,184,4,0,0,0,0
2536,3,3843,593,309,23,484,99,1,4,4,1
2535,1,3825,189,2,0,182,5,2,0,0,0
2534,1,3805,178,5,0,175,3,0,0,0,0
2533,1,3776,318,7,0,313,4,1,0,0,0
2532,1,3760,362,9,0,352,7,3,0,0,0
2531,1,3759,48,6,0,48,0,0,0,0,0
2530,1,3758,248,1,0,244,3,1,0,0,0
2529,1,3739,520,2,0,509,11,0,0,0,0
2528,1,3738,97,8,2,94,3,0,0,0,0
2527,1,4283,400,16,0,392,6,2,0,0,0
2526,1,4245,218,0,0,212,6,0,0,0,0
2525,1,4247,77,13,4,77,0,0,0,0,0
2524,1,4246,204,4,0,198,3,3,0,0,0
2523,1,4224,405,6,0,399,6,0,0,0,0
2522,1,4196,210,0,0,204,6,0,0,0,0
2521,1,4169,214,1,0,208,5,1,0,0,0
2520,1,4172,374,4,0,360,7,7,0,0,0
2519,1,4171,457,3,0,444,10,3,0,0,0
2518,1,4170,215,0,0,205,8,2,0,0,0
2517,3,4149,7,5,0,7,0,0,0,0,0
2516,1,4114,38,6,3,38,0,0,0,0,0
2515,1,3689,168,1,0,168,0,0,0,0,0
2514,1,3688,277,0,0,274,2,1,0,0,0
2513,1,3540,196,1,0,190,6,0,0,0,0
2512,1,3541,100,3,0,99,1,0,0,0,0
2511,1,3523,85,4,0,79,4,2,0,0,0
2510,1,3493,34,10,6,34,0,0,0,0,0
2509,1,3444,41,9,0,39,1,1,0,0,0
2508,1,3443,23,5,1,22,1,0,0,0,0
2507,3,3423,217,24,5,206,10,1,0,0,0
2506,1,3397,161,9,2,158,3,0,0,0,0
2505,1,3377,279,0,0,276,3,0,0,0,0
2504,1,3357,97,9,3,95,2,0,0,0,0
2503,1,3328,489,3,0,480,6,3,0,0,0
2502,1,3329,245,4,0,242,3,0,0,0,0
2501,1,3307,270,5,0,268,2,0,0,0,0
2500,1,3306,166,11,1,165,1,0,0,0,0
2499,3,3305,121,18,3,110,11,0,0,0,0
2498,1,3304,33,9,1,33,0,0,0,0,0
2497,1,3303,72,1,0,72,0,0,0,0,0
2496,1,3302,174,0,0,173,1,0,0,0,0
2495,1,3275,192,0,0,186,3,3,0,0,0
2494,3,3274,286,61,5,250,30,5,1,0,0
2493,1,3273,231,0,0,230,0,1,0,0,0
2492,1,3273,138,1,0,135,2,1,0,0,0
2491,1,3277,104,6,1,102,2,0,0,0,0
2490,1,3276,91,10,4,90,0,1,0,0,0
2489,1,3239,682,22,0,657,12,13,0,0,0
2488,3,3225,1379,769,69,1131,234,4,4,2,4
2487,1,3224,629,16,1,610,16,2,1,0,0
2486,3,3160,58,4,3,58,0,0,0,0,0
2485,1,3143,272,9,0,268,2,2,0,0,0
2484,1,3142,213,2,2,207,6,0,0,0,0
2483,1,3119,225,2,0,220,5,0,0,0,0
2482,1,3097,463,48,2,450,8,4,1,0,0
2481,1,3098,285,7,0,276,8,1,0,0,0
2480,1,3096,526,18,0,512,12,2,0,0,0
2479,1,3078,418,4,0,406,9,3,0,0,0
2478,1,3081,515,10,0,505,9,0,1,0,0
2477,1,3080,377,5,0,365,10,2,0,0,0
2476,1,3079,1186,37,1,1161,19,6,0,0,0
2475,3,3673,591,560,49,498,84,3,4,1,1
2474,1,3575,424,8,1,411,13,0,0,0,0
2473,1,3560,119,16,0,105,0,0,0,8,6
2472,1,3563,67,9,0,66,1,0,0,0,0
2471,1,3562,439,10,3,424,15,0,0,0,0
2470,2,3562,1043,117,24,984,58,1,0,0,0
2469,1,3561,690,10,0,667,21,2,0,0,0
2468,2,3258,84,7,1,84,0,0,0,0,0
2467,1,3045,491,16,0,478,11,2,0,0,0
2466,1,2910,63,1,0,61,0,2,0,0,0
2465,0,2886,46,3,1,46,0,0,0,0,0
2464,1,2825,320,17,0,309,9,1,1,0,0
2463,3,2780,51,8,6,51,0,0,0,0,0
2462,1,2756,85,9,2,83,2,0,0,0,0
2461,1,2755,99,13,0,98,1,0,0,0,0
2460,1,2686,213,13,1,212,1,0,0,0,0
2459,1,2671,156,12,0,154,2,0,0,0,0
2458,3,2655,204,128,4,184,17,0,2,1,0
2457,1,2654,246,8,0,241,3,2,0,0,0
2456,1,2629,225,2,0,219,6,0,0,0,0
2455,3,2628,256,427,30,191,62,1,2,0,0
2454,1,2627,146,1,0,142,2,2,0,0,0
2453,1,2607,212,0,1,206,5,0,1,0,0
2452,1,2586,229,3,0,225,4,0,0,0,0
2451,1,2566,66,2,0,64,1,1,0,0,0
2450,1,2565,158,0,0,157,1,0,0,0,0
2449,1,2552,301,7,0,288,6,6,0,1,0
2448,3,2551,88,1,0,87,1,0,0,0,0
2447,3,2550,148,54,2,126,18,4,0,0,0
2446,1,3027,398,11,0,390,4,4,0,0,0
2445,1,3028,89,4,0,86,3,0,0,0,0
2444,1,3028,151,0,0,146,3,2,0,0,0
2443,1,3008,155,5,0,152,2,0,1,0,0
2442,3,3009,109,13,0,104,5,0,0,0,0
2441,3,2996,117,16,0,104,11,2,0,0,0
2440,3,2995,112,7,0,101,11,0,0,0,0
2439,1,2994,132,3,0,123,5,4,0,0,0
2438,1,2993,149,3,0,142,5,2,0,0,0
2437,1,2991,274,9,0,260,11,2,1,0,0
2436,3,2990,195,95,5,162,30,0,3,0,0
2435,3,2992,138,25,2,125,11,2,0,0,0
2434,3,2973,627,266,8,519,105,2,0,1,0
2433,1,2732,289,23,0,279,7,3,0,0,0
2432,1,2539,209,10,0,204,4,1,0,0,0
2431,3,2538,162,75,6,145,16,0,1,0,0
2430,1,449,265,11,0,259,6,0,0,0,0
2429,1,422,301,10,0,294,6,1,0,0,0
2428,1,374,213,5,0,209,4,0,0,0,0
2427,1,373,210,3,0,206,4,0,0,0,0
2426,1,333,408,11,0,393,9,6,0,0,0
2425,1,212,223,6,0,215,7,1,0,0,0
2424,1,211,359,4,0,353,5,1,0,0,0
2423,1,185,535,2,0,485,27,0,0,23,0
2422,1,169,362,10,0,354,8,0,0,0,0
2421,3,143,266,165,10,215,42,3,4,2,0
2420,1,125,156,2,0,151,5,0,0,0,0
2419,3,124,110,21,0,102,6,1,1,0,0
2418,3,105,446,6148,120,352,80,7,5,0,2
2417,2,104,102,1,0,102,0,0,0,0,0
2416,1,107,161,6,0,158,3,0,0,0,0
2415,1,106,279,8,0,273,6,0,0,0,0
2414,1,87,288,6,0,281,5,2,0,0,0
2413,1,44,230,8,0,221,8,1,0,0,0
2412,1,43,271,12,0,262,6,3,0,0,0
2411,1,42,113,2,1,107,3,2,0,1,0
2410,3,15,256,103,16,205,47,1,2,0,1
2409,1,536,306,4,0,301,3,2,0,0,0
2408,1,535,566,10,0,548,4,14,0,0,0
2407,1,534,186,1,1,184,0,2,0,0,0
2406,3,533,135,9,2,118,10,4,2,1,0
2405,3,532,174,195,3,146,18,5,4,1,0
2404,3,508,171,84,4,159,10,2,0,0,0
2403,1,509,373,8,0,365,5,3,0,0,0
2402,1,507,403,5,0,392,8,3,0,0,0
2401,1,493,139,14,0,138,1,0,0,0,0
2400,1,491,148,16,5,146,1,1,0,0,0
2399,1,396,270,8,0,265,4,1,0,0,0
2398,1,198,343,8,0,334,7,1,1,0,0
2397,1,199,254,5,0,252,2,0,0,0,0
2396,1,2374,304,9,6,298,5,1,0,0,0
2395,1,2357,437,6,0,433,4,0,0,0,0
2394,1,2308,412,4,2,399,13,0,0,0,0
2393,1,2224,183,11,0,175,6,2,0,0,0
2392,1,2228,353,8,2,342,9,1,1,0,0
2391,1,2226,144,14,1,142,2,0,0,0,0
2390,1,2225,905,10,5,876,21,8,0,0,0
2389,3,2198,151,19,2,129,18,2,1,1,0
2388,1,2197,276,4,0,264,8,3,1,0,0
2387,1,2166,227,3,4,218,8,1,0,0,0
2386,3,2164,340,1201,47,276,55,1,6,1,1
2385,1,2139,478,12,0,463,11,4,0,0,0
2384,1,2140,189,22,2,185,3,1,0,0,0
2383,1,2113,211,7,0,207,4,0,0,0,0
2382,1,2114,296,2,0,293,3,0,0,0,0
2381,3,2112,113,15,1,100,9,1,1,2,0
2380,1,2077,113,2,0,109,4,0,0,0,0
2379,3,2076,133,19,2,115,13,4,1,0,0
2378,1,2075,223,3,0,213,5,5,0,0,0
2377,1,2074,322,8,1,311,8,3,0,0,0
2376,1,2082,235,3,0,230,4,0,1,0,0
2375,1,2081,163,1,0,160,3,0,0,0,0
2374,1,2080,373,4,3,367,5,1,0,0,0
2373,3,2079,249,147,8,193,50,2,4,0,0
2372,1,2078,129,2,0,123,5,1,0,0,0
2371,1,2073,245,7,0,234,6,4,0,1,0
2370,1,2072,272,9,0,264,6,2,0,0,0
2369,3,2040,239,127,7,189,47,0,3,0,0
2368,1,2045,135,9,1,131,3,1,0,0,0
2367,1,2044,333,44,0,325,6,2,0,0,0
2366,1,2043,96,3,0,94,2,0,0,0,0
2365,1,2041,210,7,0,203,7,0,0,0,0
2364,3,2039,154,72,6,124,24,3,2,1,0
2363,1,2038,192,8,0,189,3,0,0,0,0
2362,1,1978,152,2,0,151,1,0,0,0,0
2361,1,1980,222,3,0,216,6,0,0,0,0
2360,1,1979,227,1,0,223,2,2,0,0,0
2359,1,1956,542,21,1,521,11,9,1,0,0
2358,3,1955,279,274,15,233,42,4,0,0,0
2357,1,1954,263,8,0,258,3,0,1,1,0
2356,3,1874,358,5498,94,294,57,1,5,1,0
2355,3,1873,65,4,1,65,0,0,0,0,0
2354,1,1802,190,11,1,182,5,3,0,0,0
2353,1,1781,320,4,1,309,10,1,0,0,0
2352,1,1757,266,8,0,254,9,3,0,0,0
2351,3,2505,452,19013,161,353,92,2,3,2,0
2350,2,2504,123,23,0,114,0,0,3,6,0
2349,3,2506,543,4661,178,397,136,2,6,1,1
2348,1,2474,278,8,0,267,9,2,0,0,0
2347,3,2473,445,432,27,315,124,2,3,0,1
2346,1,2478,196,7,8,190,2,4,0,0,0
2345,3,2477,607,383,52,446,159,1,0,0,1
2344,1,2476,180,4,0,166,12,2,0,0,0
2343,1,2475,236,8,0,228,8,0,0,0,0
2342,2,2459,93,2,1,90,3,0,0,0,0
2341,3,2458,48,6,0,47,1,0,0,0,0
2340,3,2457,245,169,37,205,33,5,2,0,0
2339,2,2404,225,12,29,222,2,1,0,0,0
2338,1,2378,133,4,2,128,5,0,0,0,0
2337,1,2378,170,11,2,159,11,0,0,0,0
2336,1,2006,304,13,0,294,9,1,0,0,0
2335,1,2005,150,5,0,148,1,1,0,0,0
2334,1,1726,387,8,0,375,9,3,0,0,0
2333,3,1594,564,20990,154,473,82,3,3,3,0
2332,1,1513,261,36,1,256,5,0,0,0,0
2331,1,1488,477,12,0,468,6,3,0,0,0
2330,1,1392,154,19,7,153,1,0,0,0,0
2329,1,1335,130,13,2,124,3,2,1,0,0
2328,1,1219,307,0,0,294,12,0,1,0,0
2327,1,1165,113,12,5,111,2,0,0,0,0
2326,1,1124,77,4,2,77,0,0,0,0,0
2325,3,1123,38,4,0,37,0,0,1,0,0
2324,1,1105,209,9,0,206,2,0,1,0,0
2323,1,1682,99,0,3,98,1,0,0,0,0
2322,3,1681,119,8,2,113,5,1,0,0,0
2321,1,930,182,2,21,180,2,0,0,0,0
2320,1,910,155,1,4,148,4,0,0,3,0
2319,3,909,86,0,0,76,4,0,0,6,0
2318,3,908,124,0,0,114,4,0,0,6,0
2317,3,896,221,1,0,211,0,8,0,2,0
2316,1,895,52,0,0,52,0,0,0,0,0
2315,3,879,38,7,1,38,0,0,0,0,0
2314,1,878,2,0,37,2,0,0,0,0,0
2313,1,876,347,0,1,335,12,0,0,0,0
2312,1,882,99,0,30,97,2,0,0,0,0
2311,1,881,210,0,6,202,4,0,0,4,0
2310,1,880,178,0,0,171,7,0,0,0,0
2309,1,877,149,0,1,143,5,1,0,0,0
2308,1,845,77,0,1,73,0,0,0,4,0
2307,0,844,169,0,57,166,2,0,1,0,0
2306,0,850,237,0,0,229,2,6,0,0,0
2305,1,849,86,0,3,85,1,0,0,0,0
2304,1,848,120,0,2,119,1,0,0,0,0
2303,1,847,234,0,0,224,6,0,0,4,0
2302,1,846,280,0,1,277,3,0,0,0,0
2301,1,826,319,5,0,308,5,0,0,6,0
2300,3,825,171,0,0,162,3,0,0,6,0
2299,1,823,251,5,0,249,0,0,0,2,0
2298,3,812,135,0,0,128,4,1,0,2,0
2297,1,793,1,0,37,1,0,0,0,0,0
2296,1,792,1,0,1,1,0,0,0,0,0
2295,1,798,264,2,0,261,3,0,0,0,0
