LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
350000,1,1,2,41,3,1,1,1,1,0,165788.0,72683.0,158264.0,170630.0,53007.0,339603.0,2906.0,1000.0,630.0,0.0,0.0,0.0
140000,1,1,1,34,2,2,2,2,2,2,189524.0,97826.0,189337.0,213129.0,100093.0,388302.0,5000.0,5000.0,11885.0,5000.0,3000.0,5504.0
200000,2,1,2,37,2,2,2,2,2,2,271000.0,172647.0,246907.0,260938.0,145512.0,433634.0,4000.0,3250.0,3250.0,3500.0,3560.0,5000.0
200000,2,3,2,30,2,2,2,2,2,2,361611.0,265920.0,346788.0,337163.0,199982.0,461927.0,7300.0,7108.0,7680.0,6200.0,5000.0,4500.0
50000,1,3,1,57,5,4,2,2,2,2,178434.0,82139.0,170711.0,183427.0,66718.0,353686.0,0.0,1600.0,500.0,500.0,600.0,600.0
30000,1,1,2,41,4,4,4,4,4,2,189937.0,97230.0,183982.0,198168.0,80586.0,367924.0,3500.0,0.0,2200.0,0.0,1200.0,1250.0
50000,1,2,2,27,4,1,1,1,1,4,165970.0,70167.0,158044.0,170216.0,54087.0,340143.0,390.0,780.0,216.0,864.0,0.0,390.0
250000,2,1,1,34,2,2,4,2,2,2,306803.0,226635.0,309105.0,322803.0,209004.0,499823.0,17994.0,0.0,5469.0,5656.0,6811.0,3920.0
60000,2,2,1,46,2,2,2,2,2,2,186728.0,93580.0,182172.0,196034.0,79662.0,367359.0,3000.0,1500.0,1500.0,1000.0,1500.0,1500.0
110000,2,1,2,27,2,2,2,2,2,2,267220.0,174572.0,262119.0,244737.0,129065.0,416857.0,5500.0,3900.0,3000.0,2900.0,3000.0,2800.0
370000,1,1,2,50,0,0,0,0,0,0,171673.0,84907.0,165468.0,185398.0,57799.0,353056.0,15383.0,8204.0,15413.0,4792.0,13453.0,4699.0
100000,1,2,1,27,1,4,4,2,2,2,267929.0,166624.0,216088.0,199336.0,75986.0,339357.0,3166.0,0.0,1330.0,1398.0,12.0,50000.0
90000,2,2,1,35,2,2,2,2,2,4,237692.0,143631.0,232790.0,247317.0,138859.0,427893.0,3500.0,3500.0,3652.0,10000.0,4000.0,0.0
50000,2,2,2,22,2,2,2,2,2,2,193620.0,98869.0,186630.0,197737.0,81325.0,368409.0,1510.0,1442.0,982.0,1017.0,1277.0,567.0
270000,1,2,2,37,2,2,2,2,2,2,203275.0,103174.0,187798.0,197598.0,79351.0,364244.0,5000.0,2000.0,3000.0,4000.0,3000.0,2000.0
300000,2,1,2,30,1,1,1,1,1,1,166268.0,73057.0,157264.0,174340.0,55679.0,340403.0,3288.0,0.0,4340.0,2672.0,800.0,746.0
50000,2,2,2,22,1,2,2,2,2,2,174147.0,85050.0,168914.0,177457.0,56122.0,347328.0,15000.0,1000.0,149.0,0.0,5000.0,10000.0
50000,2,1,2,24,3,0,0,0,0,0,164871.0,69068.0,156555.0,167102.0,49735.0,336331.0,0.0,0.0,0.0,0.0,0.0,0.0
360000,1,1,2,29,3,0,1,1,0,0,165580.0,69777.0,157341.0,170000.0,53007.0,339603.0,0.0,77.0,0.0,0.0,0.0,0.0
80000,1,1,2,30,0,1,2,2,2,2,171767.0,69877.0,157864.0,171438.0,54926.0,344983.0,504.0,500.0,1000.0,500.0,3500.0,0.0
50000,1,2,2,30,3,4,2,2,2,4,214440.0,117578.0,205627.0,200221.0,75884.0,361964.0,0.0,1500.0,1000.0,2000.0,0.0,2000.0
80000,2,2,1,29,2,2,4,2,2,2,243463.0,151588.0,237514.0,231467.0,63669.0,351089.0,5800.0,1000.0,600.0,400.0,1000.0,0.0
240000,1,1,2,37,1,1,4,2,2,1,177792.0,96355.0,182595.0,196605.0,79286.0,340859.0,15000.0,0.0,2000.0,0.0,1256.0,65935.0
80000,2,3,2,35,2,1,2,2,2,2,215188.0,82189.0,172137.0,187364.0,70777.0,357063.0,12500.0,6500.0,3000.0,2000.0,3000.0,2000.0
500000,2,1,1,47,2,2,2,2,2,2,222002.0,180393.0,267604.0,292967.0,161841.0,409667.0,70010.0,30357.0,30000.0,20000.0,52183.0,20000.0
60000,2,2,1,24,2,2,2,2,2,2,223604.0,127668.0,206103.0,188971.0,72330.0,358998.0,2500.0,1600.0,3000.0,1000.0,737.0,2000.0
20000,1,2,2,25,2,2,2,2,2,1,176222.0,81454.0,170334.0,182280.0,54622.0,341223.0,1200.0,1593.0,601.0,135.0,1824.0,0.0
100000,2,2,1,38,3,4,2,2,4,2,180063.0,83738.0,172587.0,186268.0,68875.0,356051.0,0.0,1600.0,1500.0,0.0,1000.0,1500.0
360000,2,1,2,32,3,1,1,1,1,1,168196.0,126854.0,162551.0,238445.0,66888.0,355843.0,57087.0,5295.0,68454.0,13889.0,16250.0,38313.0
200000,2,3,2,47,4,4,4,4,4,4,365016.0,272724.0,351200.0,366186.0,253169.0,529518.0,8214.0,7000.0,6800.0,7134.0,0.0,6836.0
130000,2,2,1,34,3,1,2,2,2,2,165580.0,75173.0,167534.0,183576.0,66871.0,354239.0,5396.0,5000.0,3500.0,501.0,1000.0,2000.0
20000,2,2,2,31,3,7,6,6,5,4,187283.0,90864.0,178725.0,190835.0,73226.0,360090.0,0.0,1000.0,0.0,0.0,760.0,0.0
310000,1,1,2,32,2,2,2,2,2,2,225481.0,131924.0,219366.0,235875.0,113394.0,382931.0,10020.0,6031.0,10057.0,5028.0,5060.0,4223.0
60000,2,1,2,27,4,2,2,2,4,2,185205.0,90124.0,178933.0,193005.0,75506.0,362476.0,1342.0,1664.0,2000.0,0.0,900.0,846.0
180000,2,1,2,29,1,1,1,0,1,2,176966.0,69976.0,157264.0,170000.0,70234.0,356645.0,199.0,0.0,0.0,17227.0,341.0,5114.0
180000,2,1,2,24,1,1,4,2,2,0,180250.0,91864.0,178546.0,180200.0,53007.0,339603.0,37867.0,0.0,200.0,0.0,0.0,0.0
50000,1,2,1,36,2,2,2,2,1,1,213370.0,87891.0,175514.0,169986.0,53079.0,340261.0,2000.0,1000.0,2000.0,500.0,1000.0,20011.0
50000,2,1,2,24,3,4,4,4,4,4,201746.0,106965.0,194944.0,208462.0,92235.0,379638.0,1900.0,1400.0,1700.0,1532.0,1600.0,0.0
150000,2,2,1,34,0,0,0,0,0,0,165580.0,69777.0,157264.0,170116.0,53007.0,341103.0,0.0,0.0,116.0,0.0,1500.0,0.0
20000,2,1,2,22,2,2,2,2,1,2,184133.0,89223.0,176329.0,178332.0,71875.0,358850.0,1500.0,1032.0,541.0,20000.0,693.0,1000.0
30000,2,3,2,22,3,4,4,2,2,2,194590.0,99033.0,185386.0,199836.0,54637.0,339603.0,1000.0,85.0,1714.0,104.0,0.0,0.0
180000,2,1,1,38,0,0,0,0,0,0,166330.0,69777.0,157264.0,170000.0,53007.0,339603.0,0.0,0.0,0.0,0.0,0.0,0.0
140000,1,1,2,31,2,2,4,2,2,4,192703.0,97076.0,175249.0,190225.0,80414.0,350436.0,25000.0,0.0,3000.0,7800.0,0.0,2500.0
140000,2,1,2,26,1,2,1,1,1,1,179004.0,87777.0,170265.0,175818.0,66513.0,340090.0,10000.0,13001.0,5841.0,13506.0,487.0,7004.0
360000,2,2,1,48,2,2,2,2,2,2,392010.0,301655.0,391456.0,360211.0,226564.0,486114.0,9100.0,7300.0,5800.0,5600.0,5600.0,4100.0
20000,1,3,1,43,1,1,2,2,2,2,165807.0,90128.0,177501.0,189339.0,72457.0,358940.0,22359.0,1305.0,1258.0,1459.0,3457.0,1700.0
100000,1,1,1,47,1,1,1,1,1,1,165970.0,71250.0,157654.0,170390.0,53397.0,339603.0,1473.0,390.0,390.0,390.0,0.0,2380.0
210000,2,2,1,41,1,1,1,1,1,1,168668.0,71363.0,157607.0,173763.0,53884.0,339603.0,1586.0,343.0,3763.0,877.0,0.0,419.0
