holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,Rush Hour
7,297.67,0.0,0.0,20,1,1
7,296.36,0.0,0.0,40,1,1
7,293.85,0.0,0.0,40,1,1
7,292.43,0.0,0.0,40,1,0
7,291.77,0.0,0.0,75,1,0
7,291.36,0.0,0.0,75,1,0
7,291.12,0.0,0.0,75,1,0
7,290.63,0.0,0.0,75,1,0
7,290.46,0.0,0.0,40,1,0
7,289.26,0.0,0.0,0,0,0
7,283.21,0.0,0.0,75,1,0
7,282.24,0.0,0.0,90,1,0
7,281.69,0.0,0.0,90,1,1
7,280.57,0.0,0.0,90,1,1
7,280.02,0.0,0.0,75,1,1
7,280.11,0.0,0.0,75,1,0
7,280.0,0.0,0.0,90,1,0
7,280.53,0.0,0.0,90,1,0
7,281.43,0.0,0.0,75,1,0
7,281.78,0.0,0.0,90,1,0
7,281.91,0.0,0.0,90,1,0
7,281.73,0.0,0.0,90,1,0
7,281.42,0.0,0.0,90,1,1
7,280.87,0.0,0.0,90,1,1
7,280.15,0.0,0.0,90,1,1
7,279.78,0.0,0.0,90,1,0
7,279.65,0.0,0.0,75,1,0
7,279.22,0.0,0.0,40,1,0
7,279.06,0.0,0.0,40,1,0
7,278.81,0.0,0.0,90,1,0
7,278.55,0.0,0.0,90,1,0
7,278.59,0.0,0.0,90,1,0
7,276.99,0.0,0.0,75,1,0
7,276.35,0.0,0.0,20,1,0
7,275.4,0.0,0.0,1,0,0
7,275.17,0.0,0.0,1,0,1
7,274.99,0.0,0.0,1,0,1
7,275.09,0.0,0.0,40,1,1
7,276.88,0.0,0.0,20,1,0
7,278.04,0.0,0.0,20,1,0
7,279.08,0.0,0.0,40,1,0
7,280.12,0.0,0.0,75,1,0
7,280.25,0.0,0.0,75,1,0
7,280.0,0.0,0.0,75,1,0
7,279.06,0.0,0.0,90,1,0
7,278.91,0.0,0.0,90,1,1
7,278.39,0.0,0.0,90,1,1
7,278.16,0.0,0.0,90,1,1
7,278.16,0.0,0.0,90,1,0
7,277.93,0.0,0.0,90,1,0
7,276.9,0.0,0.0,90,1,0
7,276.34,0.0,0.0,75,1,0
7,276.11,0.0,0.0,75,1,0
7,275.73,0.0,0.0,90,1,0
7,275.65,0.0,0.0,90,1,0
7,275.51,0.0,0.0,75,1,0
7,275.05,0.0,0.0,90,1,0
7,274.77,0.0,0.0,90,1,1
7,274.77,0.0,0.0,75,1,1
7,275.55,0.0,0.0,75,1,1
7,276.24,0.0,0.0,75,1,0
7,277.01,0.0,0.0,90,1,0
7,277.43,0.0,0.0,90,1,0
7,278.45,0.0,0.0,90,1,0
7,279.27,0.0,0.0,90,1,0
7,279.27,0.0,0.0,90,1,0
7,279.44,0.0,0.0,90,1,0
7,279.32,0.0,0.0,90,1,1
7,279.27,0.0,0.0,90,1,1
7,278.11,0.0,0.0,90,1,1
7,276.79,0.0,0.0,75,1,0
7,275.73,0.0,0.0,90,1,0
7,274.88,0.0,0.0,75,1,0
7,273.92,0.0,0.0,20,1,0
1,273.08,0.0,0.0,20,1,0
7,272.62,0.0,0.0,20,1,0
7,271.78,0.0,0.0,1,0,0
7,271.05,0.0,0.0,1,0,0
7,270.63,0.0,0.0,1,0,0
7,270.33,0.0,0.0,1,0,0
7,269.61,0.0,0.0,20,1,0
7,270.01,0.0,0.0,20,1,1
7,271.23,0.0,0.0,20,1,1
7,273.71,0.0,0.0,20,1,1
7,276.77,0.0,0.0,20,1,0
7,279.47,0.0,0.0,20,1,0
7,279.84,0.0,0.0,1,0,0
7,282.34,0.0,0.0,40,1,0
7,282.94,0.0,0.0,40,1,0
7,283.48,0.0,0.0,1,0,0
7,284.33,0.0,0.0,1,0,0
7,284.48,0.0,0.0,40,1,1
7,284.23,0.0,0.0,40,1,1
7,281.99,0.0,0.0,20,1,1
7,279.81,0.0,0.0,1,0,0
7,279.35,0.0,0.0,1,0,0
7,278.9,0.0,0.0,1,0,0
7,278.46,0.0,0.0,1,0,0
7,277.78,0.0,0.0,1,0,0
7,277.27,0.0,0.0,1,0,0
7,277.47,0.0,0.0,1,0,0
7,276.97,0.0,0.0,20,1,0
7,276.52,0.0,0.0,40,1,0
7,276.6,0.0,0.0,40,1,0
7,277.31,0.0,0.0,75,1,1
7,278.38,0.0,0.0,90,1,1
7,279.35,0.0,0.0,90,1,1
7,281.37,0.0,0.0,90,1,0
7,283.11,0.0,0.0,90,1,0
7,284.08,0.0,0.0,75,1,0
7,285.14,0.0,0.0,75,1,0
7,286.35,0.0,0.0,90,1,0
7,287.23,0.0,0.0,100,6,0
7,288.53,0.0,0.0,90,1,0
7,290.37,0.0,0.0,90,1,1
7,290.13,0.0,0.0,90,1,1
7,288.86,0.0,0.0,75,1,1
7,287.36,0.0,0.0,90,1,0
7,285.11,0.0,0.0,90,1,0
7,283.46,0.0,0.0,90,1,0
7,282.45,0.0,0.0,90,1,0
7,281.88,0.0,0.0,90,1,0
7,281.78,0.0,0.0,90,1,0
7,281.09,0.0,0.0,75,1,0
7,281.17,0.0,0.0,90,1,0
7,281.25,0.0,0.0,92,0,0
7,281.25,0.0,0.0,99,6,1
7,281.25,0.0,0.0,99,2,1
7,280.1,0.0,0.0,99,6,1
7,280.1,0.0,0.0,99,2,1
7,279.61,0.0,0.0,99,6,1
7,279.61,0.0,0.0,99,2,1
7,279.67,0.0,0.0,99,0,0
7,280.19,0.0,0.0,1,0,0
7,282.09,0.0,0.0,75,1,0
7,282.26,0.0,0.0,75,1,0
7,282.05,0.0,0.0,90,1,0
7,281.59,0.0,0.0,90,1,0
7,281.23,0.0,0.0,81,0,0
7,282.6,0.0,0.0,81,0,1
7,282.6,0.0,0.0,81,0,1
7,282.6,0.0,0.0,81,0,0
7,282.6,0.0,0.0,81,0,0
7,282.6,0.0,0.0,81,0,0
7,282.6,0.0,0.0,81,0,0
7,273.9,0.0,0.0,1,0,0
7,274.4,0.0,0.0,75,1,0
7,274.05,0.0,0.0,75,1,0
7,273.71,0.0,0.0,40,1,0
7,272.66,0.0,0.0,1,0,0
7,272.65,0.0,0.0,1,0,1
7,272.52,0.0,0.0,1,0,1
7,275.19,0.0,0.0,20,1,1
7,275.34,0.0,0.0,1,0,0
7,284.1,0.0,0.0,50,0,0
7,284.1,0.0,0.0,50,0,0
7,283.78,0.0,0.0,75,1,0
7,283.52,0.0,0.0,75,1,1
7,283.32,0.0,0.0,90,1,1
7,282.06,0.0,0.0,90,1,1
7,281.95,0.0,0.0,90,1,0
7,281.81,0.0,0.0,90,1,0
7,282.16,0.0,0.0,90,1,0
7,282.53,0.0,0.0,90,1,0
7,283.91,0.0,0.0,90,1,0
7,284.64,0.0,0.0,90,1,0
7,284.61,0.0,0.0,90,1,0
7,283.18,0.0,0.0,72,2,0
7,282.26,0.0,0.0,72,6,0
7,280.77,0.0,0.0,72,2,0
7,278.53,0.0,0.0,75,1,0
7,277.64,0.0,0.0,75,1,1
7,277.9,0.0,0.0,90,1,1
7,278.18,0.0,0.0,90,1,1
7,279.29,0.0,0.0,75,1,0
7,280.45,0.0,0.0,75,1,0
7,280.95,0.0,0.0,40,1,0
7,281.74,0.0,0.0,40,1,0
7,281.84,0.0,0.0,75,1,0
7,282.45,0.0,0.0,75,1,0
7,282.2,0.0,0.0,75,1,0
7,281.54,0.0,0.0,40,1,1
7,280.21,0.0,0.0,20,1,1
7,282.2,0.0,0.0,56,0,0
7,272.58,0.0,0.0,1,0,0
7,272.06,0.0,0.0,1,0,0
7,270.99,0.0,0.0,1,0,0
7,270.29,0.0,0.0,20,1,0
7,269.48,0.0,0.0,1,0,0
7,269.27,0.0,0.0,1,0,0
7,268.91,0.0,0.0,1,0,0
7,268.98,0.0,0.0,75,1,1
7,269.23,0.0,0.0,40,1,1
7,272.61,0.0,0.0,40,1,1
7,276.78,0.0,0.0,20,1,0
7,279.22,0.0,0.0,1,0,0
7,280.35,0.0,0.0,1,0,0
7,281.81,0.0,0.0,1,0,0
7,283.05,0.0,0.0,1,0,0
7,283.96,0.0,0.0,1,0,0
7,284.53,0.0,0.0,1,0,0
7,284.44,0.0,0.0,1,0,1
7,283.64,0.0,0.0,1,0,1
7,281.85,0.0,0.0,20,1,1
7,281.38,0.0,0.0,1,0,0
7,281.84,0.0,0.0,75,1,0
7,282.23,0.0,0.0,90,1,0
7,282.18,0.0,0.0,90,1,0
7,282.49,0.0,0.0,90,1,0
7,282.54,0.0,0.0,90,1,0
7,282.58,0.0,0.0,90,1,0
7,282.23,0.0,0.0,90,1,0
7,282.08,0.0,0.0,90,1,0
7,282.23,0.0,0.0,90,1,0
7,282.24,0.0,0.0,90,1,0
7,282.24,0.0,0.0,90,1,1
7,282.24,0.0,0.0,57,5,1
7,282.43,0.0,0.0,57,2,1
7,282.43,0.0,0.0,57,5,1
7,282.43,0.0,0.0,57,4,1
7,282.33,0.0,0.0,57,2,0
7,282.33,0.0,0.0,57,5,0
7,282.82,0.0,0.0,57,2,0
7,282.82,0.0,0.0,57,5,0
7,283.33,0.0,0.0,57,5,0
7,283.33,0.0,0.0,57,6,0
7,283.33,0.0,0.0,57,2,0
7,283.75,0.0,0.0,93,6,0
7,283.75,0.0,0.0,93,5,0
7,283.75,0.0,0.0,93,2,0
7,284.09,0.0,0.0,93,5,0
7,284.09,0.0,0.0,93,6,0
7,284.09,0.0,0.0,93,2,0
7,284.55,0.0,0.0,93,5,0
7,284.55,0.0,0.0,93,6,0
7,284.68,0.0,0.0,93,5,0
7,284.64,0.0,0.0,93,6,1
7,284.64,0.0,0.0,93,5,1
7,284.4,0.0,0.0,93,5,1
7,284.17,0.0,0.0,93,5,1
7,284.03,0.0,0.0,93,5,0
7,283.58,0.0,0.0,93,5,0
7,283.04,0.0,0.0,93,5,0
7,281.95,0.0,0.0,93,5,0
7,281.95,0.0,0.0,93,3,0
7,281.61,0.0,0.0,93,5,0
7,281.61,0.0,0.0,93,3,0
7,281.57,0.0,0.0,85,3,0
7,281.42,0.0,0.0,85,3,0
7,281.29,0.0,0.0,85,5,0
7,281.29,0.0,0.0,85,3,0
7,281.02,0.0,0.0,85,5,0
7,281.02,0.0,0.0,85,3,0
7,280.82,0.0,0.0,85,5,0
7,280.82,0.0,0.0,85,3,0
7,280.39,0.0,0.0,85,5,0
7,280.19,0.0,0.0,100,5,1
7,279.82,0.0,0.0,100,5,1
7,279.75,0.0,0.0,100,5,1
7,280.07,0.0,0.0,100,5,0
7,280.32,0.0,0.0,90,1,0
7,281.72,0.0,0.0,100,0,0
7,284.01,0.0,0.0,40,1,0
7,285.88,0.0,0.0,1,0,0
7,286.87,0.0,0.0,1,0,0
7,287.6,0.0,0.0,20,1,0
7,287.27,0.0,0.0,20,1,1
7,286.18,0.0,0.0,20,1,1
7,285.2,0.0,0.0,75,1,1
7,284.68,0.0,0.0,75,1,0
7,284.49,0.0,0.0,90,1,0
7,283.54,0.0,0.0,20,1,0
7,282.33,0.0,0.0,75,1,0
7,281.21,0.0,0.0,20,1,0
7,279.87,0.0,0.0,1,0,0
7,278.93,0.0,0.0,1,0,0
7,277.91,0.0,0.0,1,0,0
7,277.21,0.0,0.0,1,0,0
7,276.61,0.0,0.0,1,0,0
7,276.11,0.0,0.0,1,0,0
7,274.81,0.0,0.0,20,1,1
7,274.99,0.0,0.0,20,1,1
7,277.91,0.0,0.0,20,1,1
7,280.71,0.0,0.0,20,1,0
7,283.85,0.0,0.0,20,1,0
7,286.01,0.0,0.0,40,1,0
7,286.31,0.0,0.0,1,0,0
7,288.15,0.0,0.0,75,1,0
7,289.15,0.0,0.0,75,1,0
7,288.99,0.0,0.0,75,1,0
7,288.86,0.0,0.0,75,1,1
7,288.16,0.0,0.0,90,1,1
7,287.28,0.0,0.0,68,6,1
7,287.04,0.0,0.0,90,1,0
7,286.9,0.0,0.0,90,1,0
7,287.09,0.0,0.0,90,1,0
7,287.09,0.0,0.0,90,1,0
7,286.89,0.0,0.0,75,1,0
7,286.93,0.0,0.0,75,1,0
7,286.93,0.0,0.0,90,1,0
7,287.07,0.0,0.0,90,1,0
7,286.56,0.0,0.0,75,1,0
7,285.91,0.0,0.0,90,1,0
7,285.29,0.0,0.0,90,1,0
7,284.92,0.0,0.0,75,1,1
7,285.35,0.0,0.0,75,1,1
7,285.72,0.0,0.0,100,6,1
7,285.72,0.0,0.0,100,6,1
7,287.09,0.0,0.0,75,1,0
7,288.31,0.0,0.0,75,1,0
7,288.61,0.0,0.0,1,0,0
7,290.32,0.0,0.0,1,0,0
7,291.36,0.0,0.0,1,0,0
7,292.01,0.0,0.0,1,0,0
7,292.61,0.0,0.0,1,0,0
7,292.65,0.0,0.0,1,0,1
7,290.52,0.0,0.0,40,1,1
7,288.35,0.0,0.0,40,1,1
7,286.72,0.0,0.0,40,1,0
7,285.49,0.0,0.0,40,1,0
7,284.22,0.0,0.0,20,1,0
7,283.8,0.0,0.0,20,1,0
7,283.72,0.0,0.0,20,1,0
7,282.8,0.0,0.0,40,1,0
7,282.32,0.0,0.0,99,5,0
7,282.38,0.0,0.0,99,5,0
7,282.76,0.0,0.0,90,1,0
7,282.88,0.0,0.0,99,5,0
7,284.18,0.0,0.0,75,1,0
7,284.69,0.0,0.0,90,1,1
7,285.0,0.0,0.0,90,1,1
7,286.9,0.0,0.0,99,6,1
7,288.35,0.0,0.0,90,1,0
7,289.59,0.0,0.0,90,1,0
7,288.27,0.0,0.0,99,6,0
7,286.41,0.0,0.0,90,1,0
7,285.96,0.0,0.0,90,1,0
7,287.04,0.0,0.0,90,1,0
7,287.18,0.0,0.0,90,1,0
7,286.94,0.0,0.0,90,1,1
7,286.01,0.0,0.0,90,1,1
7,284.67,0.0,0.0,100,2,1
7,283.44,0.0,0.0,100,6,0
7,282.51,0.0,0.0,100,2,0
7,281.9,0.0,0.0,90,1,0
7,281.85,0.0,0.0,90,1,0
7,281.28,0.0,0.0,90,1,0
7,280.97,0.0,0.0,87,5,0
7,280.44,0.0,0.0,87,2,0
7,280.44,0.0,0.0,87,5,0
7,280.02,0.0,0.0,87,5,0
7,279.79,0.0,0.0,87,2,0
7,279.79,0.0,0.0,87,5,0
7,279.79,0.0,0.0,87,6,0
7,279.79,0.0,0.0,87,2,0
7,279.74,0.0,0.0,87,5,0
7,279.74,0.0,0.0,87,6,0
7,279.65,0.0,0.0,87,2,0
7,279.65,0.0,0.0,87,5,0
7,279.65,0.0,0.0,87,6,0
7,279.45,0.0,0.0,91,5,1
7,279.45,0.0,0.0,91,6,1
7,279.22,0.0,0.0,91,2,1
7,279.22,0.0,0.0,91,5,1
7,279.22,0.0,0.0,91,6,1
7,279.35,0.0,0.0,91,6,1
7,279.35,0.0,0.0,91,5,1
7,279.92,0.0,0.0,91,5,0
7,280.44,0.0,0.0,90,1,0
7,281.0,0.0,0.0,90,1,0
7,281.51,0.0,0.0,90,1,0
7,281.93,0.0,0.0,92,5,0
7,281.94,0.0,0.0,92,5,0
7,281.94,0.0,0.0,92,2,0
7,282.27,0.0,0.0,92,6,0
7,282.41,0.0,0.0,92,6,1
7,282.21,0.0,0.0,90,1,1
7,281.69,0.0,0.0,75,1,1
7,281.26,0.0,0.0,90,1,0
7,280.66,0.0,0.0,92,5,0
7,280.43,0.0,0.0,92,2,0
7,280.43,0.0,0.0,92,2,0
7,280.1,0.0,0.0,92,5,0
7,280.1,0.0,0.0,92,6,0
7,280.1,0.0,0.0,92,2,0
7,280.06,0.0,0.0,92,6,0
7,280.06,0.0,0.0,92,6,0
7,280.28,0.0,0.0,96,2,0
7,280.28,0.0,0.0,96,6,0
7,280.38,0.0,0.0,96,2,0
7,280.62,0.0,0.0,96,2,0
7,280.62,0.0,0.0,96,5,0
7,280.91,0.0,0.0,96,5,0
7,280.91,0.0,0.0,96,2,0
7,280.91,0.0,0.0,96,6,0
7,280.96,0.0,0.0,96,6,0
7,280.96,0.0,0.0,96,5,0
7,280.96,0.0,0.0,96,2,0
7,281.13,0.0,0.0,96,6,0
7,281.13,0.0,0.0,96,5,0
7,281.13,0.0,0.0,96,2,0
7,281.28,0.0,0.0,100,6,1
7,281.28,0.0,0.0,100,5,1
7,281.28,0.0,0.0,100,2,1
7,281.19,0.0,0.0,100,6,1
7,281.19,0.0,0.0,100,5,1
7,281.19,0.0,0.0,100,2,1
7,281.7,0.0,0.0,100,6,1
7,281.7,0.0,0.0,100,2,1
7,281.7,0.0,0.0,100,5,1
7,281.7,0.0,0.0,100,2,1
7,282.02,0.0,0.0,100,6,0
7,282.02,0.0,0.0,100,2,0
7,282.02,0.0,0.0,100,5,0
7,282.02,0.0,0.0,100,6,0
7,282.35,0.0,0.0,100,6,0
7,282.35,0.0,0.0,100,5,0
7,282.35,0.0,0.0,100,2,0
7,282.71,0.0,0.0,100,6,0
7,282.71,0.0,0.0,100,5,0
7,282.71,0.0,0.0,100,6,0
7,282.71,0.0,0.0,100,6,0
7,283.31,0.0,0.0,48,6,0
7,283.79,0.0,0.0,90,1,0
7,284.2,0.0,0.0,75,1,0
7,284.32,0.0,0.0,90,1,0
7,284.13,0.0,0.0,75,1,1
7,283.14,0.0,0.0,40,1,1
7,281.4,0.0,0.0,40,1,1
7,280.47,0.0,0.0,20,1,0
7,279.52,0.0,0.0,20,1,0
7,278.85,0.0,0.0,48,5,0
7,278.12,0.0,0.0,48,3,0
7,277.94,0.0,0.0,48,5,0
7,275.93,0.0,0.0,60,3,1
7,275.93,0.0,0.0,60,5,1
7,284.09,0.0,0.0,75,1,1
7,282.6,0.0,0.0,75,1,1
7,281.72,0.0,0.0,90,1,0
7,281.26,0.0,0.0,90,1,0
7,281.29,0.0,0.0,75,1,0
7,281.01,0.0,0.0,75,1,0
7,280.57,0.0,0.0,40,1,0
7,280.54,0.0,0.0,75,1,0
7,279.37,0.0,0.0,8,5,0
7,279.18,0.0,0.0,8,5,0
7,279.05,0.0,0.0,8,5,0
7,282.7,0.0,0.0,38,0,0
7,286.17,0.0,0.0,40,1,0
7,288.61,0.0,0.0,75,1,0
7,290.59,0.0,0.0,20,1,0
7,292.21,0.0,0.0,75,1,0
7,293.56,0.0,0.0,75,1,0
7,293.43,0.0,0.0,40,1,0
7,293.4,0.0,0.0,40,1,1
7,291.47,0.0,0.0,20,1,1
7,289.17,0.0,0.0,20,1,1
7,287.28,0.0,0.0,1,0,0
7,286.1,0.0,0.0,1,0,0
7,285.45,0.0,0.0,75,1,0
7,285.33,0.0,0.0,90,1,0
7,285.07,0.0,0.0,90,1,0
7,284.58,0.0,0.0,90,1,0
7,283.88,0.0,0.0,75,1,0
7,283.55,0.0,0.0,75,1,0
7,282.85,0.0,0.0,20,1,0
7,282.42,0.0,0.0,20,1,0
7,282.13,0.0,0.0,75,1,0
7,281.85,0.0,0.0,40,1,1
7,281.85,0.0,0.0,20,1,1
7,283.07,0.0,0.0,75,1,1
7,284.53,0.0,0.0,90,1,0
7,285.6,0.0,0.0,75,1,0
7,286.63,0.0,0.0,90,1,0
7,286.75,0.0,0.0,99,6,0
7,287.97,0.0,0.0,90,1,0
7,288.54,0.0,0.0,99,10,0
7,288.72,0.0,0.0,90,1,0
7,288.53,0.0,0.0,90,1,1
7,288.16,0.0,0.0,90,1,1
7,287.59,0.0,0.0,90,1,1
7,287.21,0.0,0.0,90,1,0
7,286.29,0.0,0.0,90,1,0
7,285.7,0.0,0.0,90,1,0
7,285.61,0.0,0.0,90,1,0
7,285.37,0.0,0.0,99,2,0
7,285.37,0.0,0.0,99,5,0
7,285.51,0.0,0.0,90,1,0
7,285.6,0.0,0.0,100,4,0
7,285.99,0.0,0.0,100,5,0
7,285.99,0.0,0.0,100,4,0
7,285.94,0.0,0.0,100,5,0
7,285.94,0.0,0.0,100,10,0
7,285.97,0.0,0.0,90,5,0
7,285.97,0.0,0.0,90,6,0
7,285.97,0.0,0.0,90,10,0
7,285.73,0.0,0.0,90,5,0
7,285.73,0.0,0.0,90,10,0
7,285.73,0.0,0.0,90,6,0
7,285.73,0.0,0.0,90,10,0
7,285.5,0.0,0.0,90,6,1
7,285.5,0.0,0.0,90,5,1
7,285.55,0.0,0.0,90,2,1
7,285.55,0.0,0.0,90,5,1
7,285.55,0.0,0.0,90,6,1
7,285.55,0.0,0.0,90,10,1
7,285.93,0.0,0.0,90,2,1
7,285.93,0.0,0.0,90,5,1
7,285.93,0.0,0.0,90,6,1
7,286.34,0.0,0.0,90,5,0
7,286.82,0.0,0.0,90,5,0
7,286.82,0.0,0.0,90,3,0
7,288.36,0.0,0.0,90,5,0
7,288.36,0.0,0.0,90,4,0
7,288.36,0.0,0.0,90,3,0
7,289.08,0.0,0.0,90,4,0
7,289.08,0.0,0.0,90,5,0
7,289.08,0.0,0.0,90,3,0
7,289.88,0.0,0.0,90,5,0
7,289.88,0.0,0.0,90,4,0
7,290.24,0.0,0.0,90,5,0
7,290.24,0.0,0.0,90,4,0
7,290.24,0.0,0.0,90,6,0
7,290.01,0.0,0.0,90,5,0
7,289.62,0.0,0.0,90,4,1
7,289.62,0.0,0.0,90,5,1
7,289.61,0.0,0.0,90,4,1
7,289.61,0.0,0.0,90,5,1
7,289.06,0.0,0.0,90,5,1
7,288.34,0.0,0.0,75,4,0
7,288.34,0.0,0.0,75,5,0
7,287.06,0.0,0.0,20,5,0
7,287.41,0.0,0.0,75,5,0
7,287.52,0.0,0.0,90,5,0
7,287.81,0.0,0.0,90,5,0
7,287.29,0.0,0.0,75,5,0
7,287.23,0.0,0.0,90,5,0
7,286.44,0.0,0.0,90,5,0
7,285.32,0.0,0.0,90,5,0
7,285.32,0.0,0.0,90,3,0
7,285.43,0.0,0.0,90,5,0
7,285.53,0.0,0.0,75,5,0
7,285.2,0.0,0.0,90,5,1
7,285.2,0.0,0.0,90,3,1
7,285.02,0.0,0.0,90,5,1
7,286.43,0.0,0.0,90,5,0
7,287.36,0.0,0.0,90,5,0
7,287.6,0.0,0.0,90,5,0
7,287.29,0.0,0.0,90,1,0
7,286.41,0.0,0.0,90,6,0
7,286.41,0.0,0.0,90,5,0
7,286.41,0.0,0.0,90,2,0
7,286.41,0.0,0.0,90,2,0
7,285.8,0.0,0.0,90,2,0
7,285.8,0.0,0.0,90,5,0
7,285.8,0.0,0.0,90,6,0
7,285.8,0.0,0.0,90,2,0
7,285.8,0.0,0.0,90,6,0
7,285.29,0.0,0.0,90,6,0
7,285.29,0.0,0.0,90,5,0
7,285.29,0.0,0.0,90,2,0
7,284.77,0.0,0.0,90,6,1
7,284.77,0.0,0.0,90,5,1
7,284.77,0.0,0.0,90,6,1
7,284.29,0.0,0.0,90,2,1
7,284.29,0.0,0.0,90,5,1
7,284.29,0.0,0.0,90,6,1
7,284.29,0.0,0.0,90,6,1
7,283.79,0.0,0.0,90,2,1
7,283.79,0.0,0.0,90,5,1
7,283.79,0.0,0.0,90,6,1
7,283.44,0.0,0.0,90,6,0
7,283.44,0.0,0.0,90,5,0
7,283.44,0.0,0.0,90,2,0
7,283.22,0.0,0.0,90,6,0
7,283.22,0.0,0.0,90,5,0
7,283.22,0.0,0.0,90,2,0
7,282.82,0.0,0.0,90,1,0
7,282.13,0.0,0.0,90,1,0
7,281.05,0.0,0.0,90,6,0
7,281.05,0.0,0.0,90,6,0
7,281.05,0.0,0.0,90,2,0
7,280.44,0.0,0.0,90,2,0
7,280.44,0.0,0.0,90,6,0
7,280.07,0.0,0.0,90,6,0
7,280.07,0.0,0.0,90,5,0
7,280.07,0.0,0.0,90,2,0
7,279.54,0.0,0.0,90,6,0
7,279.54,0.0,0.0,90,5,0
7,279.54,0.0,0.0,90,2,0
7,279.54,0.0,0.0,90,2,0
7,278.93,0.0,0.0,90,6,0
7,278.93,0.0,0.0,90,5,0
7,278.93,0.0,0.0,90,6,0
7,278.93,0.0,0.0,90,2,0
7,278.93,0.0,0.0,90,2,0
7,278.27,0.0,0.0,90,6,0
7,278.27,0.0,0.0,90,5,0
7,278.27,0.0,0.0,90,6,0
7,278.27,0.0,0.0,90,10,0
7,278.07,0.0,0.0,90,6,0
7,278.07,0.0,0.0,90,5,0
7,278.07,0.0,0.0,90,6,0
7,277.53,0.0,0.0,90,6,1
7,277.53,0.0,0.0,90,6,1
7,276.23,0.0,0.0,90,6,1
7,276.23,0.0,0.0,90,5,1
7,276.23,0.0,0.0,90,6,1
7,275.66,0.0,0.0,90,6,1
7,275.66,0.0,0.0,90,5,1
7,275.66,0.0,0.0,90,8,1
7,275.02,0.0,0.0,90,6,0
7,275.02,0.0,0.0,90,5,0
7,275.02,0.0,0.0,90,6,0
7,275.02,0.0,0.0,90,8,0
7,275.03,0.0,0.0,90,6,0
7,275.03,0.0,0.0,90,8,0
7,275.03,0.0,0.0,90,5,0
7,275.03,0.0,0.0,90,6,0
7,274.5,0.0,0.0,90,5,0
7,274.5,0.0,0.0,90,8,0
7,275.01,0.0,0.0,90,8,0
7,275.38,0.0,0.0,90,8,0
7,275.38,0.0,0.0,90,5,0
7,275.85,0.0,0.0,90,8,0
7,276.56,0.0,0.0,90,1,0
7,276.7,0.0,0.0,90,1,1
7,276.71,0.0,0.0,90,1,1
7,276.43,0.0,0.0,90,1,1
7,276.23,0.0,0.0,90,1,0
7,275.99,0.0,0.0,75,1,0
7,276.28,0.0,0.0,90,1,0
7,276.28,0.0,0.0,90,1,0
7,276.01,0.0,0.0,90,1,0
7,275.36,0.0,0.0,90,1,0
7,274.93,0.0,0.0,20,1,0
7,274.28,0.0,0.0,20,1,0
7,274.01,0.0,0.0,1,0,0
7,273.71,0.0,0.0,1,0,0
7,273.43,0.0,0.0,1,0,0
7,273.65,0.0,0.0,20,1,1
7,274.58,0.0,0.0,75,1,1
7,275.39,0.0,0.0,90,1,1
7,275.44,0.0,0.0,0,0,0
